LeftShoulder,RightShoulder,LeftHip,RightHip,Wrist,Elbow 
"[0.5749369859695435, 0.2708422541618347]","[0.47979602217674255, 0.2957194447517395]","[0.5335633754730225, 0.7341775298118591]","[0.47696641087532043, 0.7297921180725098]","[0.4875389337539673, 0.4353698790073395]","[0.5781968235969543, 0.5359887480735779]"
"[0.5748840570449829, 0.2707880437374115]","[0.48009905219078064, 0.29565495252609253]","[0.5337008237838745, 0.733906626701355]","[0.4762916564941406, 0.7295336127281189]","[0.48653513193130493, 0.44883665442466736]","[0.5790700912475586, 0.5359702110290527]"
"[0.5746753811836243, 0.2707539200782776]","[0.48123833537101746, 0.29543060064315796]","[0.5338507890701294, 0.7338902354240417]","[0.4761168658733368, 0.7297783493995667]","[0.48369407653808594, 0.4672328531742096]","[0.5796539783477783, 0.5351576209068298]"
"[0.5747122168540955, 0.27065345644950867]","[0.48201286792755127, 0.29525235295295715]","[0.53410404920578, 0.7337979674339294]","[0.4760816991329193, 0.7297893166542053]","[0.48340165615081787, 0.4862050414085388]","[0.5802153944969177, 0.534115731716156]"
"[0.5746443867683411, 0.27058154344558716]","[0.48226168751716614, 0.2951066493988037]","[0.534791886806488, 0.7338898777961731]","[0.47605475783348083, 0.7304520010948181]","[0.4839118719100952, 0.503890872001648]","[0.5801602005958557, 0.5321595072746277]"
"[0.5747358798980713, 0.27050912380218506]","[0.48138728737831116, 0.29501453042030334]","[0.5356984734535217, 0.7333642244338989]","[0.4754513204097748, 0.7305132746696472]","[0.48461219668388367, 0.5242944955825806]","[0.5803511738777161, 0.527863085269928]"
"[0.5746863484382629, 0.2705051600933075]","[0.4806864559650421, 0.29546740651130676]","[0.5357667207717896, 0.7333808541297913]","[0.4754713177680969, 0.7313132286071777]","[0.4822620153427124, 0.5362770557403564]","[0.5803336501121521, 0.5275900363922119]"
"[0.5746614336967468, 0.27026093006134033]","[0.47909003496170044, 0.2954035997390747]","[0.5358501076698303, 0.728764533996582]","[0.4755086898803711, 0.7277587056159973]","[0.4846610426902771, 0.5540058612823486]","[0.5803416967391968, 0.5232735872268677]"
"[0.5737496018409729, 0.2695848047733307]","[0.4786779284477234, 0.2949589788913727]","[0.535678505897522, 0.7229927778244019]","[0.4759652018547058, 0.721854567527771]","[0.48608675599098206, 0.5657921433448792]","[0.5803375244140625, 0.5170928835868835]"
"[0.573143720626831, 0.26864978671073914]","[0.47814756631851196, 0.2946527898311615]","[0.5356626510620117, 0.7228173017501831]","[0.4764631986618042, 0.7214556336402893]","[0.48806384205818176, 0.5808272361755371]","[0.5803207159042358, 0.5139682292938232]"
"[0.5724748373031616, 0.2681608498096466]","[0.4781966507434845, 0.29404792189598083]","[0.5352806448936462, 0.7230662107467651]","[0.4765462875366211, 0.7215762734413147]","[0.49167490005493164, 0.6005553603172302]","[0.5801243185997009, 0.5110675096511841]"
"[0.5719881057739258, 0.268036812543869]","[0.4781610369682312, 0.29385149478912354]","[0.5348889231681824, 0.7241661548614502]","[0.4765583276748657, 0.7217300534248352]","[0.49472150206565857, 0.6205785870552063]","[0.5789064764976501, 0.5083714127540588]"
"[0.5718034505844116, 0.26773303747177124]","[0.4777606129646301, 0.29385456442832947]","[0.5348982214927673, 0.7247100472450256]","[0.47652414441108704, 0.721865713596344]","[0.4987005293369293, 0.6404125094413757]","[0.5777198076248169, 0.5076327919960022]"
"[0.5715381503105164, 0.2671472132205963]","[0.476852685213089, 0.2936379909515381]","[0.5351051688194275, 0.7244064211845398]","[0.4755624234676361, 0.7199191451072693]","[0.5048273801803589, 0.6543151140213013]","[0.5770377516746521, 0.5071942210197449]"
"[0.5713580846786499, 0.26697754859924316]","[0.47540977597236633, 0.2932792007923126]","[0.5357243418693542, 0.7242512702941895]","[0.4748772978782654, 0.7188186049461365]","[0.5114747285842896, 0.6666730642318726]","[0.5760246515274048, 0.507056713104248]"
"[0.570719838142395, 0.2669040560722351]","[0.47506964206695557, 0.29280179738998413]","[0.5361632108688354, 0.7243187427520752]","[0.4744229316711426, 0.7189308404922485]","[0.5170259475708008, 0.6812006831169128]","[0.5748245716094971, 0.507256805896759]"
"[0.5702565312385559, 0.26693880558013916]","[0.47488105297088623, 0.2919054329395294]","[0.5363775491714478, 0.7242778539657593]","[0.4744429588317871, 0.718747079372406]","[0.5183126330375671, 0.695659875869751]","[0.5720292329788208, 0.5073986649513245]"
"[0.5700871348381042, 0.2670862674713135]","[0.47483786940574646, 0.2913152575492859]","[0.536564826965332, 0.724261462688446]","[0.4744570553302765, 0.7187738418579102]","[0.5195389986038208, 0.7069875597953796]","[0.5701707005500793, 0.5082987546920776]"
"[0.5698896050453186, 0.26740559935569763]","[0.4748663902282715, 0.29046085476875305]","[0.5366416573524475, 0.724940299987793]","[0.474529892206192, 0.7188074588775635]","[0.5220584869384766, 0.7169192433357239]","[0.5689331889152527, 0.5090391635894775]"
"[0.5698407292366028, 0.26775723695755005]","[0.4749276041984558, 0.2903899848461151]","[0.5373331904411316, 0.730104386806488]","[0.47454169392585754, 0.7230337262153625]","[0.5251312851905823, 0.7225970029830933]","[0.5685375928878784, 0.5092436075210571]"
"[0.5697879791259766, 0.26782071590423584]","[0.4752740263938904, 0.29045677185058594]","[0.5376840829849243, 0.733704686164856]","[0.4745587706565857, 0.7251502871513367]","[0.5272312760353088, 0.7266654968261719]","[0.5681941509246826, 0.5093481540679932]"
"[0.5697116255760193, 0.2679152190685272]","[0.47539862990379333, 0.2907511293888092]","[0.5371549725532532, 0.7374116778373718]","[0.4743138551712036, 0.7274414896965027]","[0.5292474627494812, 0.7312792539596558]","[0.5677622556686401, 0.5098657011985779]"
"[0.5697158575057983, 0.26802530884742737]","[0.47541677951812744, 0.2910085618495941]","[0.5368739366531372, 0.7380577921867371]","[0.4738542139530182, 0.7276561856269836]","[0.5298884510993958, 0.7324678301811218]","[0.5674034357070923, 0.510869562625885]"
"[0.5697194337844849, 0.26806479692459106]","[0.4754234254360199, 0.29113736748695374]","[0.5368713140487671, 0.7379338145256042]","[0.4737239480018616, 0.7275980710983276]","[0.5305978059768677, 0.7280833125114441]","[0.5674185156822205, 0.5109578371047974]"
"[0.5696660280227661, 0.26806318759918213]","[0.47543373703956604, 0.291280597448349]","[0.5368865132331848, 0.7378924489021301]","[0.4737530052661896, 0.728019654750824]","[0.5298251509666443, 0.724005937576294]","[0.5674962997436523, 0.5106707811355591]"
"[0.56964510679245, 0.26806366443634033]","[0.475440114736557, 0.29133373498916626]","[0.5369089841842651, 0.7377732396125793]","[0.47376611828804016, 0.7281074523925781]","[0.5294514894485474, 0.722133457660675]","[0.5675466060638428, 0.5105382800102234]"
"[0.5695992708206177, 0.26805195212364197]","[0.4754256308078766, 0.29133880138397217]","[0.5368786454200745, 0.7374733686447144]","[0.4737595319747925, 0.7280831336975098]","[0.5289319753646851, 0.7198775410652161]","[0.5675757527351379, 0.5102935433387756]"
"[0.5695641040802002, 0.26804834604263306]","[0.47525322437286377, 0.291263610124588]","[0.5368564128875732, 0.7354212403297424]","[0.4737689197063446, 0.7267699837684631]","[0.5286957025527954, 0.7194768190383911]","[0.567662239074707, 0.5102627277374268]"
"[0.5694315433502197, 0.26804402470588684]","[0.47499096393585205, 0.2910659909248352]","[0.5368327498435974, 0.73345947265625]","[0.473151832818985, 0.725756824016571]","[0.5259255170822144, 0.7030042409896851]","[0.5690433382987976, 0.509893000125885]"
"[0.5693614482879639, 0.2678249478340149]","[0.47492557764053345, 0.29066991806030273]","[0.5367059707641602, 0.7316579818725586]","[0.47296732664108276, 0.7238191366195679]","[0.5220258831977844, 0.691016435623169]","[0.5703538060188293, 0.5098700523376465]"
"[0.5690831542015076, 0.2671084403991699]","[0.4749734103679657, 0.28990107774734497]","[0.5365626811981201, 0.7251700758934021]","[0.47337695956230164, 0.7191278338432312]","[0.517195463180542, 0.6744862794876099]","[0.571611762046814, 0.5086402297019958]"
"[0.5686266422271729, 0.26617130637168884]","[0.47526806592941284, 0.2898734509944916]","[0.5359635949134827, 0.7231835722923279]","[0.47338569164276123, 0.7175701260566711]","[0.5116507411003113, 0.6607277989387512]","[0.573210597038269, 0.50765460729599]"
"[0.5682965517044067, 0.2658534348011017]","[0.47566425800323486, 0.28987783193588257]","[0.535071611404419, 0.7234305143356323]","[0.47341880202293396, 0.7176374793052673]","[0.5063804388046265, 0.6467001438140869]","[0.5739508867263794, 0.506156325340271]"
"[0.5681901574134827, 0.26581984758377075]","[0.47645485401153564, 0.2892444431781769]","[0.5335893630981445, 0.7236348986625671]","[0.4737684428691864, 0.7177973985671997]","[0.4987685978412628, 0.6273596286773682]","[0.5748118758201599, 0.506176233291626]"
"[0.5681009888648987, 0.2658092677593231]","[0.4769194424152374, 0.28882497549057007]","[0.5326813459396362, 0.7237854599952698]","[0.47395238280296326, 0.7178332805633545]","[0.49656563997268677, 0.6230677366256714]","[0.5753057599067688, 0.5061905384063721]"
"[0.5679671764373779, 0.2655189335346222]","[0.4770227372646332, 0.2888227701187134]","[0.5322317481040955, 0.7238904237747192]","[0.4739541709423065, 0.7183265686035156]","[0.4954877197742462, 0.6064000129699707]","[0.5765892267227173, 0.5061172246932983]"
"[0.5678967833518982, 0.2653341591358185]","[0.47698158025741577, 0.2891803979873657]","[0.5322497487068176, 0.7239171266555786]","[0.4740079939365387, 0.7185172438621521]","[0.4933282136917114, 0.5867456793785095]","[0.5779957175254822, 0.5063846111297607]"
"[0.5679550766944885, 0.2651669681072235]","[0.47697463631629944, 0.29025307297706604]","[0.5325428247451782, 0.7239508628845215]","[0.47413548827171326, 0.7186239957809448]","[0.4908723533153534, 0.5696294903755188]","[0.578671395778656, 0.5072557330131531]"
"[0.5683947801589966, 0.2651773989200592]","[0.4773460328578949, 0.2914380133152008]","[0.5325630903244019, 0.7247737050056458]","[0.4740634560585022, 0.7210139632225037]","[0.48897674679756165, 0.5560635328292847]","[0.5789140462875366, 0.5105774402618408]"
"[0.5686935782432556, 0.2658621668815613]","[0.47924166917800903, 0.29260748624801636]","[0.5325706601142883, 0.7299364805221558]","[0.4738719165325165, 0.7279123663902283]","[0.4810117185115814, 0.5354544520378113]","[0.5788346529006958, 0.5194379687309265]"
"[0.5691636800765991, 0.266746461391449]","[0.4811595678329468, 0.29341980814933777]","[0.5325849056243896, 0.7306743860244751]","[0.47376397252082825, 0.7283726930618286]","[0.4792369604110718, 0.49657899141311646]","[0.5787970423698425, 0.5272562503814697]"
"[0.5693823099136353, 0.26760542392730713]","[0.48219385743141174, 0.2938103675842285]","[0.5325959324836731, 0.7309368848800659]","[0.47383350133895874, 0.7283567190170288]","[0.4788309633731842, 0.4782218039035797]","[0.5789377689361572, 0.5306915044784546]"
"[0.5694394707679749, 0.26801976561546326]","[0.4844212234020233, 0.29262882471084595]","[0.5321072340011597, 0.7310458421707153]","[0.4740643799304962, 0.7281073331832886]","[0.4793483316898346, 0.461010605096817]","[0.5789172649383545, 0.5332097411155701]"
"[0.5695262551307678, 0.2683245539665222]","[0.485664427280426, 0.2918306291103363]","[0.5317999124526978, 0.7311887741088867]","[0.47414669394493103, 0.7279837727546692]","[0.4795739948749542, 0.4584260582923889]","[0.5788974761962891, 0.534522294998169]"
"[0.569525420665741, 0.2690531015396118]","[0.4854819178581238, 0.29183122515678406]","[0.5317873358726501, 0.7320862412452698]","[0.47430863976478577, 0.72844398021698]","[0.4801936149597168, 0.4484945237636566]","[0.578858494758606, 0.5366421341896057]"
"[0.5695254802703857, 0.26966556906700134]","[0.4853895306587219, 0.2917828857898712]","[0.5317747592926025, 0.7330619692802429]","[0.4745626747608185, 0.728746771812439]","[0.48072025179862976, 0.4377124607563019]","[0.5788161158561707, 0.5378748178482056]"
"[0.5695080161094666, 0.27031224966049194]","[0.48527029156684875, 0.29191604256629944]","[0.531566858291626, 0.7356206774711609]","[0.47509104013442993, 0.731041431427002]","[0.4812537729740143, 0.4221242666244507]","[0.5778252482414246, 0.5379106402397156]"
"[0.569543182849884, 0.2711925506591797]","[0.48516151309013367, 0.2922263443470001]","[0.5315335988998413, 0.7377578020095825]","[0.47569066286087036, 0.7322101593017578]","[0.4817807376384735, 0.4107327163219452]","[0.576726496219635, 0.5382198095321655]"
"[0.569620668888092, 0.2713630795478821]","[0.48350682854652405, 0.291873961687088]","[0.5314569473266602, 0.7377076745033264]","[0.4761466681957245, 0.7321779131889343]","[0.4822655916213989, 0.40170758962631226]","[0.575927734375, 0.5378615856170654]"
"[0.5697785019874573, 0.271329790353775]","[0.4817144572734833, 0.29097822308540344]","[0.5315247774124146, 0.7374423146247864]","[0.4761936366558075, 0.7318654656410217]","[0.4825163185596466, 0.38878241181373596]","[0.5749685168266296, 0.5377151966094971]"
"[0.5697827935218811, 0.27136361598968506]","[0.480909138917923, 0.2897671163082123]","[0.5315682291984558, 0.7373455762863159]","[0.47625988721847534, 0.7315776348114014]","[0.4845288395881653, 0.3809016942977905]","[0.5738025903701782, 0.5374194383621216]"
"[0.5692693591117859, 0.27139973640441895]","[0.4809723198413849, 0.28832295536994934]","[0.5313814282417297, 0.7373408079147339]","[0.4766702651977539, 0.7315014600753784]","[0.4879969358444214, 0.3744747042655945]","[0.5735402703285217, 0.5365902781486511]"
"[0.5686156749725342, 0.27129343152046204]","[0.4812086522579193, 0.28540125489234924]","[0.5305996537208557, 0.7371600270271301]","[0.4768292307853699, 0.7310803532600403]","[0.4892366826534271, 0.3621354103088379]","[0.5732526183128357, 0.5362684726715088]"
"[0.5681761503219604, 0.27123549580574036]","[0.4813515245914459, 0.283862829208374]","[0.530077338218689, 0.737099289894104]","[0.4768819212913513, 0.7309324741363525]","[0.48995718359947205, 0.36003389954566956]","[0.5730872750282288, 0.5360502004623413]"
"[0.5678075551986694, 0.2712274491786957]","[0.4817883372306824, 0.28133299946784973]","[0.5295156240463257, 0.7359482645988464]","[0.4771839380264282, 0.7288320660591125]","[0.4926224648952484, 0.3576156198978424]","[0.57309889793396, 0.5359030961990356]"
"[0.567034125328064, 0.27124500274658203]","[0.4826294779777527, 0.27925723791122437]","[0.5282760262489319, 0.7358840107917786]","[0.4778945744037628, 0.7282432317733765]","[0.494803786277771, 0.3576936721801758]","[0.5731228590011597, 0.5358510613441467]"
"[0.5654928684234619, 0.2710753083229065]","[0.48328107595443726, 0.2778899669647217]","[0.5275014042854309, 0.7357658743858337]","[0.47862303256988525, 0.7279928922653198]","[0.4961378276348114, 0.3545737862586975]","[0.5730710625648499, 0.5357614159584045]"
"[0.5636729598045349, 0.27051714062690735]","[0.4841741621494293, 0.2763499319553375]","[0.5261552929878235, 0.7363401055335999]","[0.4788287281990051, 0.7281478643417358]","[0.4983355700969696, 0.34920722246170044]","[0.5730714797973633, 0.535284698009491]"
"[0.5627880096435547, 0.2697848081588745]","[0.48470640182495117, 0.2762437164783478]","[0.5255874991416931, 0.7365477085113525]","[0.4792692959308624, 0.7283161282539368]","[0.500808835029602, 0.342617928981781]","[0.5730701088905334, 0.5344552993774414]"
"[0.5619379281997681, 0.26915544271469116]","[0.485200434923172, 0.27586647868156433]","[0.5249336957931519, 0.7365802526473999]","[0.47931432723999023, 0.728456974029541]","[0.5030163526535034, 0.3382346034049988]","[0.5730332732200623, 0.53352290391922]"
"[0.5613415837287903, 0.26887333393096924]","[0.4854978024959564, 0.2756088674068451]","[0.5243136286735535, 0.7366509437561035]","[0.4793562889099121, 0.728663980960846]","[0.5062161684036255, 0.3384750783443451]","[0.5730031132698059, 0.533473551273346]"
"[0.5611279606819153, 0.2686782479286194]","[0.48550745844841003, 0.27567431330680847]","[0.524263858795166, 0.7366766929626465]","[0.47915536165237427, 0.7289368510246277]","[0.5086930394172668, 0.3359799385070801]","[0.572798490524292, 0.5332194566726685]"
"[0.5611128211021423, 0.2685154676437378]","[0.4845934510231018, 0.2772880494594574]","[0.5242978930473328, 0.7366021275520325]","[0.47832173109054565, 0.7292190194129944]","[0.5120608806610107, 0.33415916562080383]","[0.5724620819091797, 0.5331795811653137]"
"[0.5611584186553955, 0.2685096561908722]","[0.4805431663990021, 0.2813984155654907]","[0.5245815515518188, 0.7363547086715698]","[0.47698625922203064, 0.7296851873397827]","[0.5162433981895447, 0.33222928643226624]","[0.57220059633255, 0.5333288908004761]"
"[0.5612035989761353, 0.2685091197490692]","[0.47797244787216187, 0.28617140650749207]","[0.5246758460998535, 0.7363889813423157]","[0.4760727286338806, 0.7317041754722595]","[0.5203149914741516, 0.3296453058719635]","[0.5720791220664978, 0.5335391759872437]"
